consecutivo,folioviv,ic_rezedu,ic_asalud,ic_segsoc,trab,jedad,muj15a49,exc_lengua,depecon,dormi,num_ind,hacina,ing_mon,ing_trab,ing_negp,ing_rent,ing_tran,rururb,intt,intpc,teneciareg,locurbana,paredsol,techosol,lningtot
17561,189024,1,0,2,0,70,0,0,0,2,2,1.00,3169.30,0.00,0.00,0.00,3169.30,1,3975.88,1987.94,1,0,0.00,1.00,8.29
17562,189025,3,5,6,1,28,1,0,2,2,6,3.00,7206.56,3202.92,0.00,0.00,4003.64,1,7609.85,1268.31,1,0,0.00,1.00,8.94
17563,189026,0,0,3,1,41,0,0,0,1,3,3.00,3706.84,3202.92,0.00,0.00,503.93,1,4311.77,1437.26,0,0,1.00,1.00,8.37
17564,189027,0,0,0,2,42,0,0,2,3,5,1.67,6520.68,1667.78,4852.90,0.00,0.00,1,7528.89,1505.78,1,0,1.00,1.00,8.93
17565,189028,0,2,2,1,33,0,0,1,1,2,2.00,3675.57,0.00,3675.57,0.00,0.00,1,4683.79,2341.89,1,0,1.00,1.00,8.45
17566,189029,0,0,0,2,33,2,0,1,2,5,2.50,4742.98,3664.14,539.77,0.00,539.06,1,5247.09,1049.42,1,0,1.00,1.00,8.57
17567,189030,0,0,5,1,52,1,0,0,2,5,2.50,5058.83,2568.42,500.00,0.00,1990.41,1,5865.40,1173.08,0,0,0.00,1.00,8.68
17568,189031,1,2,4,5,44,1,0,1,3,8,2.67,26174.27,3803.46,1332.21,16666.67,4371.93,1,26678.38,3334.80,1,0,1.00,1.00,10.19
17569,189032,0,1,3,3,51,0,0,0,2,3,1.50,20647.71,20247.99,399.72,0.00,0.00,0,21655.93,7218.64,1,1,1.00,1.00,9.98
17570,189033,0,0,2,2,58,0,0,1,2,3,1.50,36974.34,36974.34,0.00,0.00,0.00,0,35966.88,11988.96,1,1,1.00,1.00,10.49
17571,189034,0,4,4,1,33,2,0,0,2,4,2.00,13177.94,0.00,13095.04,0.00,82.90,0,17679.14,4419.78,0,1,1.00,1.00,9.78
17572,189035,0,1,2,2,72,1,0,0,5,6,1.20,67601.43,20985.44,0.00,0.00,46616.00,0,72642.52,12107.09,1,1,1.00,1.00,11.19
17573,189036,0,0,4,2,43,0,0,1,2,4,2.00,6116.37,0.00,6075.18,0.00,41.20,0,9141.02,2285.26,0,1,1.00,1.00,9.12
17574,189037,0,3,3,2,44,0,0,2,2,3,1.50,9160.84,0.00,9160.84,0.00,0.00,0,8254.88,2751.63,1,1,1.00,1.00,9.02
17575,189039,0,3,3,2,27,0,0,1,1,3,3.00,7658.39,7243.56,247.93,0.00,166.90,0,8253.86,2751.29,1,1,1.00,0.00,9.02
17576,189040,0,1,0,1,37,0,0,2,1,3,3.00,3516.31,2851.47,664.84,0.00,0.00,0,3516.31,1172.10,1,1,1.00,1.00,8.17
17577,189041,2,1,3,2,46,0,0,1,2,3,1.50,2744.37,2464.25,280.13,0.00,0.00,0,3383.04,1127.68,0,1,0.00,0.00,8.13
17578,189042,1,1,1,3,53,0,0,0,3,4,1.33,11364.26,11357.29,0.00,0.00,0.00,0,13784.06,3446.02,1,1,1.00,1.00,9.53
17579,189044,2,0,0,1,72,0,0,0,3,3,1.00,4524.52,1491.73,0.00,566.43,2466.36,0,7306.57,2435.52,1,1,1.00,1.00,8.90
17580,189045,0,0,0,2,43,0,0,0,2,4,2.00,2522.04,0.00,347.99,2132.61,41.45,0,3006.05,751.51,1,1,1.00,1.00,8.01
17581,189046,0,0,0,2,70,0,0,0,5,4,0.80,19120.82,12125.67,0.00,0.00,6995.15,0,20969.34,5242.34,1,1,1.00,1.00,9.95
17582,189047,0,0,4,1,40,0,0,1,2,4,2.00,4506.65,0.00,4465.20,0.00,41.45,0,5212.40,1303.10,1,1,1.00,1.00,8.56
17583,189048,0,0,5,1,30,1,0,0,1,5,5.00,2216.29,1719.01,372.93,0.00,124.35,0,2720.40,544.08,0,1,1.00,0.00,7.91
17584,189050,0,1,2,1,48,0,0,1,1,3,3.00,4632.22,999.31,1691.74,0.00,1941.17,0,7656.87,2552.29,1,1,1.00,1.00,8.94
17585,189051,0,0,0,1,53,0,0,0,2,1,0.50,21984.75,21984.75,0.00,0.00,0.00,0,20980.28,20980.28,1,1,1.00,1.00,9.95
17586,191001,0,0,4,2,35,0,0,0,2,4,2.00,4820.71,4620.44,0.00,0.00,200.27,1,5419.07,1354.77,1,0,1.00,0.00,8.60
17587,191002,1,0,1,1,29,0,0,0,1,3,3.00,7142.66,3137.56,0.00,0.00,4005.09,1,9940.53,3313.51,0,0,1.00,0.00,9.20
17588,191003,2,2,0,2,76,0,0,0,1,2,2.00,22366.76,0.00,21365.91,0.00,1000.85,1,26847.10,13423.55,1,0,1.00,0.00,10.20
17589,191004,1,1,4,4,49,0,0,0,2,4,2.00,9892.53,8887.92,1004.60,0.00,0.00,1,10282.98,2570.74,1,0,1.00,0.00,9.24
17590,191005,1,5,5,0,50,2,0,4,3,5,1.67,17350.48,0.00,0.00,0.00,17350.48,1,18846.37,3769.27,1,0,1.00,0.00,9.84
17591,191006,2,0,2,2,63,0,0,1,1,2,2.00,4806.40,4806.40,0.00,0.00,0.00,1,4705.63,2352.81,1,0,1.00,0.00,8.46
17592,191007,2,0,0,0,76,0,0,0,2,2,1.00,2516.87,0.00,0.00,0.00,2516.87,1,3015.50,1507.75,1,0,1.00,0.00,8.01
17593,191008,1,5,5,1,38,2,0,4,2,5,2.50,12216.28,9712.94,2503.34,0.00,0.00,1,13213.54,2642.71,0,0,1.00,1.00,9.49
17594,191009,1,0,0,0,69,0,0,0,2,2,1.00,3895.19,0.00,0.00,0.00,3895.19,1,4892.45,2446.22,1,0,1.00,0.00,8.50
17595,191010,1,0,0,0,71,0,0,0,1,1,1.00,1263.44,0.00,0.00,0.00,1263.44,1,2260.70,2260.70,0,0,1.00,0.00,7.72
17596,191011,0,1,1,1,76,0,0,0,2,2,1.00,20774.61,0.00,0.00,13019.50,7755.11,0,23267.76,11633.88,1,1,1.00,0.00,10.05
17597,191012,0,0,1,1,47,0,0,0,2,1,0.50,1129.93,0.00,250.69,100.28,778.96,0,4121.71,4121.71,0,1,1.00,1.00,8.32
17598,191013,0,0,0,0,65,0,0,0,2,2,1.00,5307.07,0.00,0.00,0.00,5307.07,0,7102.14,3551.07,1,1,1.00,0.00,8.87
17599,191014,2,0,0,0,78,0,0,0,2,2,1.00,5508.19,0.00,0.00,0.00,5508.19,0,7004.08,3502.04,1,1,1.00,0.00,8.85
17600,191015,1,0,6,2,40,3,0,1,2,6,3.00,4690.62,4490.36,0.00,0.00,200.27,0,4690.62,781.77,1,1,1.00,1.00,8.45
17601,191016,0,1,1,2,34,3,0,2,2,5,2.50,14552.49,6008.00,8544.49,0.00,0.00,0,14552.49,2910.50,1,1,1.00,1.00,9.59
17602,191017,0,0,0,0,93,0,0,1,2,6,3.00,4055.77,0.00,0.00,0.00,4055.77,0,4055.77,2027.88,1,1,1.00,0.00,8.31
17603,191017,2,0,1,1,31,1,0,0,2,6,3.00,4706.23,4606.14,0.00,0.00,100.10,0,6401.58,1600.39,1,1,1.00,0.00,8.76
17604,191018,1,1,1,1,39,0,0,0,1,1,1.00,935.24,66.85,342.34,0.00,526.05,0,931.91,931.91,1,1,1.00,0.00,6.84
17605,191019,0,1,4,2,38,0,0,1,2,4,2.00,6374.49,5872.17,502.32,0.00,0.00,0,7571.20,1892.80,0,1,1.00,0.00,8.93
17606,191020,0,2,2,2,42,0,0,1,2,3,1.50,7752.78,7259.74,493.03,0.00,0.00,0,9481.27,3160.42,1,1,1.00,1.00,9.16
17607,191022,0,4,4,1,53,0,0,3,2,4,2.00,7676.41,0.00,7676.41,0.00,0.00,0,13659.97,3414.99,1,1,1.00,1.00,9.52
17608,191024,1,0,1,3,59,0,0,0,3,4,1.33,18441.55,16356.04,2085.51,0.00,0.00,0,31405.88,7851.47,1,1,1.00,1.00,10.35
17609,191026,0,4,4,5,68,0,0,2,4,5,1.25,7064.91,3004.00,4019.05,0.00,0.00,0,13485.93,2697.19,1,1,1.00,1.00,9.51
17610,191028,0,0,0,3,39,1,0,0,3,4,1.33,13741.83,7148.44,900.06,0.00,5675.19,0,19725.39,4931.35,1,1,1.00,1.00,9.89
17611,191031,0,0,0,2,45,1,0,1,3,4,1.33,61174.87,61081.38,0.00,0.00,0.00,1,66161.17,16540.29,1,0,1.00,1.00,11.10
17612,191033,0,0,0,1,34,0,0,3,3,4,1.33,51277.34,51068.04,0.00,0.00,0.00,1,56263.64,14065.91,1,0,1.00,1.00,10.94
17613,191034,0,0,0,2,49,0,0,0,1,2,2.00,26202.13,26034.69,0.00,0.00,0.00,1,31188.43,15594.21,1,0,1.00,1.00,10.35
17614,191036,0,0,1,2,68,0,0,0,2,4,2.00,26897.06,15504.01,0.00,7560.07,3805.07,0,31103.81,7775.95,1,1,1.00,1.00,10.35
17615,191037,0,0,0,1,73,0,0,1,3,3,1.00,3604.80,2002.67,0.00,0.00,1602.13,0,5599.32,1866.44,1,1,1.00,1.00,8.63
17616,191038,0,0,0,0,73,0,0,0,1,2,2.00,11014.68,0.00,0.00,0.00,11014.68,0,16000.98,8000.49,1,1,1.00,1.00,9.68
17617,191039,0,1,1,0,64,0,0,1,2,2,1.00,3004.00,0.00,0.00,0.00,3004.00,0,5995.78,2997.89,1,1,1.00,1.00,8.70
17618,191040,0,0,6,2,39,4,0,3,4,7,1.75,38379.95,5504.87,431.86,0.00,32443.23,0,43366.25,6195.18,1,1,1.00,1.00,10.68
17619,191041,0,0,3,2,49,0,0,0,2,4,2.00,12388.21,9023.17,0.00,0.00,3365.05,0,14880.70,3720.18,1,1,1.00,1.00,9.61
17620,191043,1,0,4,4,44,0,0,1,3,9,3.00,19469.01,16394.59,2000.48,0.00,1002.78,0,20215.96,2246.22,1,1,1.00,1.00,9.91
17621,191044,0,0,5,2,38,0,0,2,1,5,5.00,6500.76,6500.76,0.00,0.00,0.00,0,7597.61,1519.52,0,1,1.00,1.00,8.94
17622,191046,0,0,0,1,43,0,0,0,2,5,2.50,4977.59,4005.34,0.00,0.00,972.25,1,5675.67,1135.13,0,0,1.00,1.00,8.64
17623,191047,0,1,2,2,48,0,0,0,2,2,1.00,4831.71,2803.74,525.98,0.00,1502.00,1,7038.99,3519.50,1,0,1.00,1.00,8.86
17624,191048,0,0,2,1,62,0,0,0,3,4,1.33,31527.96,11120.77,0.00,380.51,20026.68,1,33522.48,8380.62,1,0,1.00,1.00,10.42
17625,191050,0,0,0,0,73,0,0,0,2,1,0.50,3559.75,0.00,0.00,1001.33,2558.42,1,4257.83,4257.83,1,0,1.00,0.00,8.36
17626,192001,0,4,4,1,32,0,0,1,2,4,2.00,11210.85,0.00,10009.69,0.00,1201.16,0,11210.85,2802.71,1,1,1.00,1.00,9.32
17627,192002,0,0,0,2,37,0,0,1,2,3,1.50,6489.53,6489.53,0.00,0.00,0.00,0,9010.08,3003.36,1,1,1.00,1.00,9.11
17628,192003,0,0,0,2,35,0,0,0,2,4,2.00,16771.08,4552.69,12118.29,0.00,100.10,0,18755.56,4688.89,1,1,1.00,0.00,9.84
17629,192004,1,0,0,2,36,1,0,1,2,4,2.00,6243.99,5905.71,317.34,0.00,0.00,0,8301.92,2075.48,1,1,1.00,1.00,9.02
17630,192005,0,0,0,2,46,1,0,0,3,4,1.33,18105.04,15616.95,1787.41,0.00,700.68,0,21048.95,5262.24,1,1,1.00,1.00,9.95
17631,192006,0,0,0,2,33,0,0,1,2,4,2.00,28761.47,28677.75,0.00,0.00,0.00,0,33009.42,8252.35,1,1,1.00,1.00,10.40
17632,192007,2,4,5,3,21,4,0,2,2,9,4.50,13649.26,13649.26,0.00,0.00,0.00,0,13649.26,1516.58,1,1,1.00,1.00,9.52
17633,192008,0,0,0,2,39,1,0,1,2,4,2.00,6796.73,6796.73,0.00,0.00,0.00,0,9821.38,2455.35,1,1,1.00,1.00,9.19
17634,192009,0,1,1,2,52,0,0,0,2,2,1.00,5501.65,5501.65,0.00,0.00,0.00,0,5501.65,2750.82,1,1,1.00,1.00,8.61
17635,192010,0,3,1,2,34,0,0,0,3,5,1.67,24409.83,23640.71,634.01,0.00,135.12,0,24039.81,4807.96,1,1,1.00,1.00,10.09
17636,192011,1,1,2,1,28,1,0,1,2,6,3.00,3353.59,3353.59,0.00,0.00,0.00,0,4358.45,2179.22,0,1,1.00,0.00,8.38
17637,192011,1,0,0,2,27,0,0,1,2,6,3.00,7776.82,6343.44,1433.39,0.00,0.00,0,8986.68,2246.67,1,1,1.00,0.00,9.10
17638,192012,1,0,0,2,48,0,0,1,2,3,1.50,6911.68,4103.97,1005.97,0.00,1801.74,0,12162.97,4054.32,1,1,1.00,1.00,9.41
17639,192013,2,0,0,0,66,0,0,1,2,2,1.00,2202.13,0.00,0.00,0.00,2202.13,0,3008.70,1504.35,1,1,1.00,1.00,8.01
17640,192014,0,5,5,2,41,2,0,2,3,5,1.67,8440.25,6677.30,1762.95,0.00,0.00,0,10254.85,2050.97,1,1,1.00,1.00,9.24
17641,192015,2,0,0,2,48,1,0,0,2,4,2.00,10507.91,8057.75,556.63,1000.97,892.56,0,11516.12,2879.03,1,1,1.00,1.00,9.35
17642,192016,1,0,4,6,48,1,0,0,3,6,2.00,7596.89,4209.68,2634.58,0.00,752.63,1,9633.49,1605.58,1,0,1.00,1.00,9.17
17643,192017,1,3,3,3,57,1,0,2,3,8,2.67,12837.41,4404.26,8433.15,0.00,0.00,1,14349.74,1793.72,1,0,1.00,1.00,9.57
17644,192018,1,2,1,2,50,0,0,1,3,5,1.67,5673.28,4821.86,837.46,0.00,0.00,1,7508.24,1501.65,1,0,1.00,1.00,8.92
17645,192019,1,0,0,2,38,0,0,1,2,3,1.50,8614.08,8581.98,0.00,0.00,0.00,1,10126.40,3375.47,1,0,1.00,1.00,9.22
17646,192020,0,0,0,2,31,1,0,1,1,4,4.00,6626.00,6605.07,0.00,0.00,0.00,1,8053.63,2013.41,1,0,1.00,1.00,8.99
17647,192021,1,0,0,1,72,0,0,0,1,1,1.00,987.91,0.00,592.48,0.00,395.43,1,1391.19,1391.19,1,0,0.00,0.00,7.24
17648,192022,1,3,5,2,32,2,0,2,2,5,2.50,3428.42,3094.63,333.80,0.00,0.00,1,4940.75,988.15,1,0,1.00,1.00,8.51
17649,192023,2,1,2,1,80,0,0,1,1,3,3.00,936.78,25.00,516.35,0.00,395.43,1,1440.89,480.30,1,0,0.00,1.00,7.27
17650,192024,0,0,3,1,41,2,0,1,1,3,3.00,996.50,100.00,0.00,0.00,896.50,1,1500.61,500.20,1,0,0.00,1.00,7.31
17651,192025,0,0,4,1,32,3,0,1,2,4,2.00,1638.69,0.00,842.14,0.00,796.56,1,2142.80,535.70,1,0,1.00,1.00,7.67
17652,192026,1,0,0,0,95,0,0,0,2,1,0.50,2074.05,0.00,0.00,0.00,2074.05,1,2678.98,2678.98,1,0,0.00,0.00,7.89
17653,192028,0,3,3,3,30,0,0,0,1,3,3.00,9375.89,2569.31,0.00,0.00,6806.59,1,9678.36,3226.12,0,0,1.00,1.00,9.18
17654,192029,0,0,4,2,48,1,0,1,1,4,4.00,3284.61,0.00,3164.50,0.00,120.10,1,4652.43,1163.11,0,0,0.00,0.00,8.45
17655,192031,1,0,1,0,57,0,0,0,2,1,0.50,1169.29,0.00,0.00,0.00,1169.29,1,1471.76,1471.76,1,0,0.00,0.00,7.29
17656,192032,0,4,4,1,28,1,0,3,2,4,2.00,2314.41,0.00,829.78,0.00,1484.63,1,2919.34,729.84,0,0,0.00,0.00,7.98
17657,192033,0,0,7,3,41,2,0,0,2,8,4.00,6947.01,734.35,2162.45,0.00,4050.21,1,7451.12,931.39,0,0,0.00,0.00,8.92
17658,192036,0,0,0,0,79,0,0,1,1,2,2.00,4003.87,0.00,0.00,0.00,4003.87,0,19127.12,9563.56,1,1,1.00,1.00,9.86
17659,192037,0,1,1,1,84,0,0,1,3,3,1.00,22488.10,7006.78,0.00,15014.53,466.79,0,29394.24,9798.08,0,1,1.00,1.00,10.29
17660,192038,0,0,0,2,54,0,0,1,2,4,2.00,48297.65,48046.49,0.00,0.00,0.00,0,60396.25,15099.06,1,1,1.00,1.00,11.01
17661,192039,0,0,0,1,41,0,0,0,1,1,1.00,15014.53,15014.53,0.00,0.00,0.00,0,15014.53,15014.53,1,1,1.00,1.00,9.62
17662,192040,0,1,1,1,45,0,0,0,1,1,1.00,14013.56,14013.56,0.00,0.00,0.00,0,13710.80,13710.80,1,1,1.00,1.00,9.53
17663,192041,0,0,1,1,73,0,0,0,2,2,1.00,7507.26,2502.42,0.00,0.00,5004.84,0,13556.56,6778.28,1,1,1.00,1.00,9.51
17664,192042,0,0,0,1,75,0,0,0,1,2,2.00,12011.62,4204.07,0.00,6005.81,1801.74,0,18312.74,9156.37,1,1,1.00,1.00,9.82
17665,192043,0,0,1,1,41,1,0,3,3,5,1.67,2000.00,2000.00,0.00,0.00,0.00,0,17123.25,4280.81,1,1,1.00,1.00,9.75
17666,192044,0,2,2,2,58,0,0,0,3,2,0.67,7586.01,0.00,3248.80,4337.21,0.00,0,11484.32,5742.16,0,1,1.00,1.00,9.35
17667,192045,0,0,0,0,55,0,0,0,2,1,0.50,1951.89,0.00,0.00,0.00,1951.89,0,3968.32,3968.32,1,1,1.00,1.00,8.29
17668,192047,0,0,1,1,66,0,0,1,2,3,1.50,6345.60,4396.95,0.00,0.00,1948.65,0,7857.92,2619.31,1,1,1.00,1.00,8.97
17669,192048,0,0,0,3,61,0,0,0,1,4,4.00,13512.98,13512.98,0.00,0.00,0.00,0,16067.20,4016.80,1,1,1.00,1.00,9.68
17670,192049,0,0,0,2,47,0,0,0,1,2,2.00,35408.86,24023.24,501.39,10884.22,0.00,0,47255.16,23627.58,1,1,1.00,1.00,10.76
17671,192050,1,0,0,2,40,0,0,1,3,5,1.67,75668.07,73399.21,0.00,2268.86,0.00,0,87430.28,21857.57,1,1,1.00,1.00,11.38
17672,192053,0,0,0,1,25,0,0,0,1,1,1.00,4804.65,4804.65,0.00,0.00,0.00,0,5197.86,5197.86,1,1,1.00,0.00,8.56
17673,193001,0,1,2,3,51,1,0,1,1,5,5.00,9459.61,9459.61,0.00,0.00,0.00,0,10820.57,2164.11,0,1,1.00,0.00,9.29
17674,193003,0,0,5,1,41,2,0,4,2,5,2.50,6005.81,6005.81,0.00,0.00,0.00,0,7198.56,1439.71,0,1,1.00,1.00,8.88
17675,193004,1,0,6,2,37,3,0,1,1,6,6.00,11319.89,11286.47,16.71,0.00,16.71,0,10882.58,1813.76,1,1,1.00,1.00,9.29
17676,193005,0,2,0,1,76,0,0,1,3,2,0.67,7350.44,0.00,0.00,331.60,7018.84,0,10122.80,5061.40,1,1,1.00,1.00,9.22
17677,193006,1,1,1,1,59,0,0,0,1,1,1.00,1961.79,0.00,396.12,0.00,1565.67,0,3474.11,3474.11,1,1,1.00,1.00,8.15
17678,193007,1,1,1,1,40,0,0,0,1,1,1.00,3169.57,3169.57,0.00,0.00,0.00,0,6517.81,6517.81,0,1,1.00,0.00,8.78
17679,193008,1,3,2,3,83,0,0,0,2,3,1.50,8218.94,7507.82,360.74,0.00,350.38,0,8687.06,2895.69,1,1,0.00,0.00,9.07
17680,193009,1,2,2,1,37,0,0,1,1,2,2.00,9609.30,0.00,9609.30,0.00,0.00,0,5353.17,2676.59,1,1,1.00,0.00,8.59
17681,193010,1,0,0,0,70,0,0,0,1,1,1.00,2001.94,0.00,0.00,0.00,2001.94,0,3211.80,3211.80,1,1,1.00,0.00,8.07
17682,193011,0,0,0,1,33,2,0,4,1,5,5.00,3006.55,1907.26,1099.30,0.00,0.00,1,5182.26,1036.45,0,0,0.00,0.00,8.55
17683,193012,1,0,9,4,60,5,0,2,4,12,3.00,11672.85,9709.60,593.14,0.00,1370.11,1,12681.07,1056.76,1,0,1.00,0.00,9.45
17684,193013,0,0,5,1,40,2,0,4,2,5,2.50,5604.93,5604.93,0.00,0.00,0.00,1,6310.69,1262.14,1,0,0.00,0.00,8.75
17685,193014,1,1,1,0,74,0,0,1,2,2,1.00,1886.81,0.00,0.00,0.00,1886.81,1,2390.92,1195.46,1,0,0.00,0.00,7.78
17686,193015,2,1,5,3,42,1,0,1,2,5,2.50,4667.53,3669.77,40.00,0.00,957.76,1,5171.64,1034.33,1,0,1.00,0.00,8.55
17687,193016,0,0,5,2,33,1,0,0,1,5,5.00,993.58,50.05,918.53,0.00,25.00,1,3123.50,624.70,1,0,0.00,0.00,8.05
17688,193017,0,0,1,2,57,0,0,0,3,2,0.67,64494.40,50480.84,0.00,0.00,14013.56,1,61130.52,30565.26,1,0,1.00,1.00,11.02
17689,193018,1,0,6,1,57,2,0,5,2,6,3.00,5605.42,5605.42,0.00,0.00,0.00,1,6311.18,1051.86,1,0,1.00,1.00,8.75
17690,193019,2,2,5,3,67,0,0,0,3,6,2.00,6669.94,4003.87,1713.94,0.00,952.13,1,8464.21,1410.70,1,0,0.00,0.00,9.04
17691,193020,2,0,2,3,43,0,0,1,3,5,1.67,9675.50,8728.45,947.06,0.00,0.00,1,11643.03,2328.61,1,0,0.00,1.00,9.36
17692,193021,0,5,5,2,40,1,0,2,3,5,1.67,11415.78,2402.32,9013.46,0.00,0.00,0,14440.43,2888.09,1,1,1.00,1.00,9.58
17693,193022,0,0,0,2,23,0,0,0,1,2,2.00,12768.11,11210.85,0.00,1501.45,0.00,0,15288.66,7644.33,0,1,1.00,1.00,9.63
17694,193023,0,0,0,0,52,0,0,0,1,1,1.00,984.51,0.00,0.00,0.00,984.51,0,5017.37,5017.37,1,1,1.00,1.00,8.52
17695,193024,0,0,1,2,75,0,0,0,3,4,1.33,17914.91,10009.69,0.00,3002.91,4804.65,0,20636.81,5159.20,1,1,1.00,1.00,9.93
17696,193025,0,0,0,0,76,0,0,1,3,2,0.67,5021.09,0.00,0.00,2001.94,3019.15,0,9053.96,4526.98,1,1,1.00,1.00,9.11
17697,193026,2,6,9,2,52,2,0,1,2,11,5.50,2602.84,2284.88,139.60,0.00,178.36,0,4246.06,386.01,1,1,1.00,1.00,8.35
17698,193028,2,0,0,1,77,0,0,0,3,2,0.67,23194.26,21020.34,0.00,0.00,2132.06,0,24704.22,12352.11,1,1,1.00,1.00,10.11
17699,193029,3,0,6,5,59,3,0,0,2,11,5.50,25425.58,25021.40,0.00,0.00,400.00,0,27105.63,2464.15,1,1,1.00,1.00,10.21
17700,193030,0,0,4,1,26,1,0,1,1,4,4.00,6076.97,5396.32,0.00,0.00,680.66,0,8275.88,2068.97,0,1,1.00,1.00,9.02
17701,193031,0,3,3,1,46,1,0,1,3,3,1.00,7450.51,0.00,6197.29,0.00,1253.22,0,12751.51,4250.50,1,1,1.00,1.00,9.45
17702,193032,1,1,1,1,84,0,0,1,2,2,1.00,942.50,0.00,241.82,0.00,700.68,0,5998.75,2999.38,1,1,1.00,1.00,8.70
17703,193033,0,1,1,2,45,0,0,0,3,4,1.33,14989.60,12990.99,0.00,0.00,1998.61,0,19022.47,4755.62,1,1,1.00,1.00,9.85
17704,193034,1,0,0,1,64,0,0,0,1,1,1.00,2402.32,0.00,600.58,0.00,1801.74,0,6435.19,6435.19,1,1,1.00,1.00,8.77
17705,193035,0,1,4,3,30,0,0,0,3,4,1.33,68088.18,65062.95,0.00,0.00,3002.91,0,60216.61,15054.15,1,1,1.00,1.00,11.01
17706,193036,1,0,3,5,57,3,0,1,2,9,4.50,23822.69,16166.89,713.60,0.00,6938.02,0,25635.92,2848.44,1,1,1.00,1.00,10.15
17707,193037,0,0,0,1,44,0,0,1,3,8,2.67,6172.94,6172.94,0.00,0.00,0.00,0,6172.94,2057.65,1,1,1.00,1.00,8.73
17708,193037,2,0,0,3,72,0,0,2,3,8,2.67,13020.45,10694.45,317.09,0.00,2001.94,0,15036.88,3007.38,1,1,1.00,1.00,9.62
17709,193038,0,2,2,1,50,0,0,1,2,2,1.00,5553.90,0.00,5553.90,0.00,0.00,0,7149.84,3574.92,1,1,1.00,1.00,8.87
17710,193039,0,1,2,3,63,2,0,1,2,6,3.00,29268.26,28853.92,0.00,0.00,400.39,0,32292.91,5382.15,1,1,1.00,1.00,10.38
17711,193040,0,0,0,1,33,1,0,0,2,5,2.50,8195.76,8026.08,0.00,0.00,150.15,0,9909.73,1981.95,0,1,1.00,1.00,9.20
17712,193041,1,1,1,3,43,1,0,0,3,4,1.33,7011.99,5739.61,1272.38,0.00,0.00,0,8524.32,2131.08,1,1,1.00,1.00,9.05
17713,193042,0,0,0,2,38,2,0,1,3,4,1.33,11499.46,11467.46,32.00,0.00,0.00,0,13245.71,3311.43,0,1,1.00,1.00,9.49
17714,193043,1,0,1,0,70,1,0,1,3,3,1.00,2351.75,0.00,0.00,0.00,2351.75,0,4368.19,1456.06,1,1,1.00,1.00,8.38
17715,193045,1,2,4,3,44,2,0,0,3,6,2.00,16301.47,6292.46,9208.24,0.00,800.77,0,18567.56,3094.59,1,1,1.00,1.00,9.83
17716,193046,0,0,1,2,30,1,0,2,2,5,2.50,3103.49,3103.49,0.00,0.00,0.00,1,3103.49,620.70,1,0,0.00,0.00,8.04
17717,193047,0,2,3,2,36,1,0,0,3,4,1.33,7926.89,6973.50,669.24,0.00,284.14,1,7926.89,1981.72,1,0,1.00,1.00,8.98
17718,193048,0,0,0,1,52,0,0,0,4,1,0.25,779.33,0.00,78.65,0.00,700.68,1,2830.41,2830.41,1,0,1.00,1.00,7.95
17719,193049,1,0,5,1,37,2,0,0,2,5,2.50,5278.15,4003.87,0.00,0.00,1274.28,1,6286.37,1257.27,1,0,1.00,1.00,8.75
17720,193050,0,1,1,3,53,0,0,0,3,3,1.00,11431.86,5005.46,5625.63,0.00,800.77,1,13894.75,4631.58,1,0,1.00,1.00,9.54
17721,194001,1,0,0,1,29,0,0,3,2,4,2.00,13512.73,12011.62,1501.11,0.00,0.00,0,16118.27,4029.57,1,1,1.00,1.00,9.69
17722,194002,1,0,4,4,38,0,0,0,2,5,2.50,13780.66,13613.17,167.49,0.00,0.00,0,13780.66,2756.13,1,1,1.00,0.00,9.53
17723,194003,2,0,0,0,74,0,0,0,1,2,2.00,3203.16,0.00,0.00,0.00,3203.16,0,6227.81,3113.90,0,1,1.00,1.00,8.74
17724,194004,1,5,5,2,32,2,0,1,3,5,1.67,20991.10,20825.24,165.85,0.00,0.00,0,24015.75,4803.15,1,1,1.00,1.00,10.09
17725,194005,2,0,0,0,68,0,0,0,1,2,2.00,1893.68,0.00,0.00,0.00,1893.68,0,2901.90,1450.95,1,1,0.00,0.00,7.97
17726,194006,1,0,0,2,25,2,0,1,3,10,3.33,6246.04,6246.04,0.00,0.00,0.00,0,6246.04,1561.51,1,1,1.00,1.00,8.74
17727,194006,0,0,0,2,28,1,0,1,3,10,3.33,7006.78,7006.78,0.00,0.00,0.00,0,7006.78,1751.69,1,1,1.00,1.00,8.85
17728,194006,0,0,0,2,20,0,0,0,3,10,3.33,7956.88,5620.84,2336.05,0.00,0.00,0,7956.88,3978.44,1,1,1.00,1.00,8.98
17729,194007,0,0,0,1,56,0,0,0,1,1,1.00,4901.50,4901.50,0.00,0.00,0.00,0,8195.30,8195.30,1,1,1.00,1.00,9.01
17730,194008,0,1,1,2,38,1,0,1,1,4,4.00,7473.49,5321.56,2001.52,0.00,150.42,0,9378.51,2344.63,1,1,1.00,1.00,9.15
17731,194009,1,1,1,1,57,0,0,1,1,2,2.00,3403.29,3403.29,0.00,0.00,0.00,0,4613.15,2306.58,1,1,1.00,1.00,8.44
17732,194010,0,0,1,1,26,0,0,0,1,1,1.00,1279.90,671.50,0.00,0.00,580.49,0,607.12,607.12,1,1,1.00,1.00,6.41
